"Shipping","Dostava"
"Shipping & Handling","Dostava in obdelava"
"Shipping &amp; Handling","Dostava &amp; Obdelava"
"Shipping &amp; Handling Information","Dostava &amp; Podatki o obdelavi"
"Shipping Address","Naslov dostave"
"Shipping Amount","Znesek dostave"
"Shipping Information","Podatki o dostavi"
"Shipping Method","Način dostave"
"Shipping Method:","Način dostave:"
"Shipping Refund","Povračilo dostave"
"Shipping and Tracking Information","Dostava in podatki o sledenju"
"Shopping Cart","Nakupovalana košarica"
"Signed Up From","Prijavljen od"
"Sku","Šifra"
"Some of the products below do not have all the required options. Please remove them and add again with all the required options.","Nekateri izdelki spodaj nimajo zahtevane možnosti. Prosimo, odstranite jih in ponovno dodajte z vsemi zahtevanimi možnostmi."
"Sorry, no quotes are available for this order at this time.","Žal, trenutno ni na voljo noben predračun za to naročilo."
"Source object is not specified.","Objekt izvora ni naveden."
"Specified profile does not exist.","Navedeni profil ne obstaja."
"State/Province","Zvezna država/ provinca"
"Status","Stanje"
"Status:","Stanje:"
"Store Credit","Kredit trgovine"
"Street Address","Naslov"
"Submit Comment","Oddaj komentar"
"Submit Credit Memo","Oddaj dobropis"
"Submit Order","Oddaj naročilo"
"Submit Shipment","Oddaj pošiljko"
"Subscribe to Newsletter","Naroči se na E-novice"
"Subscribe to Order Status","Naroči se na stanje naročila"
"Subtotal","Vmesni seštevek"
"Subtotal after discount.","Vmesni seštevek po popustu."
"Subtotal:","Vmesni seštevek:"
"Suspected Fraud","Sum goljufije"
"Suspend","Zadrži"
"Suspended","Zadržano"
"Tax","Davek"
"Tax Amount","Znesek davka"
"Tax Percent","Odstotek davka"
"Telephone","Telefon"
"The Order State ""%s"" must not be set manually.","Stanje naročila ""%s"" ne sme biti ročno nastavljeno."
"The address total model should be extended from Mage_Sales_Model_Quote_Address_Total_Abstract.","Naslov skupnega modela bi moral razširiti Mage_Sales_Model_Quote_Address_Total_Abstract."
"The billing agreement ""%s"" has been canceled.","Pogodba o plačevanju ""%s"" je bila preklicana."
"The billing agreement ""%s"" has been created.","Pogodba o plačevanju ""%s"" je bila ustvarjena."
"The coupon code has been accepted.","Koda kupona je sprejeta."
"The message has been sent.","Sporočilo je bilo poslano."
"The message was sent.","Sporočilo je poslano."
"The order email has been sent.","E-pošta naročila je bila poslana."
"The order has been cancelled.","Naročilo je bilo preklicano."
"The order has been created.","Naročilo je bilo ustvarjeno."
"The order has been put on hold.","Naročilo je bilo zadržano."
"The order has been released from holding status.","Naročilo je bilo sproščeno s čakanja."
"The order has not been cancelled.","Naročilo ni bilo preklicano."
"The order was not put on hold.","Naročilo ni bilo zadržano."
"The order was not unheld.","Naročilo ni bilo sproščeno."
"The order was placed using %s","Naročilo je oddano z uporabo %s"
"The order(s) cannot be canceled","Naročilo ne more biti preklicano."
"The payment has been accepted.","Plačilo je bilo sprejeto."
"The payment has been denied.","Plačilo je bilo zavrnjeno."
"The payment has been voided.","Plačilo je bilo razveljavljeno."
"The profile has been updated.","Profil je bil posodobljen."
"The profile has no changes.","Profil ni bil spremenjen."
"The profile state has been updated.","Stanje profila je bilo posodobljeno."
"The requested Payment Method is not available.","Zahtevan način plačila ni na voljo."
"The transaction ""%s"" (%s) is already closed.","Transakcija ""%s"" (%s) je že zaključena."
"The transaction ""%s"" cannot be captured yet.","Transkacija""%s"" še ne more biti zajeta."
"There are no billing agreements yet.","Pogodbe o plačevanju še ni."
"There are no printable documents related to selected orders.","Dokumentov za tisk, povezanih z izbranim naročilom, ni."
"There is no need to approve this payment.","Ni potrebe po odobritvi tega plačila."
"There is no need to deny this payment.","Ni potrebe po zavrnitvi tega naročila."
"There is no update for the payment.","Za to plačilo ni posodobitve."
"This message will be shown in shopping cart when subtotal after discount less than minimum amount.","To sporočilo bo prikazano v nakupovalni košarici, ko bo vmesni seštevek po upoštevanem popustu manjši kot najmanjši dovoljeni znesek.  "
"This operation requires an existing transaction object.","Ta postopek zahteva obstoječ objekt transakcije."
"This order contains (%s) items and therefore cannot be edited through the admin interface at this time, if you wish to continue editing the (%s) items will be removed, the order will be canceled and a new order will be placed.","To naročilo vsebuje (%s) izdelke in zato trenutno ne more biti urejano preko administratorjeve nadzorne ploče. Če želite nadaljevati z urejanjem (%s), bodo izdelki odstranjeni, naročilo bo odstranjeno in izvedeno bo novo naročilo."
"This order no longer exists.","To naročilo ne obstaja več."
"This profile state cannot be changed to ""%s"".","To stanje profila ne more biti spremenjeno v""%s""."
"This will create an offline refund. To create an online refund, open an invoice and create credit memo for it. Do you wish to proceed?","To bo ustvarilo offline povračilo. Da bi ustvarili online povračilo, odprite račun in ustvarie zanj dobropis. Ali želite nadaljevati? "
"Tier Pricing","Nivojske cene"
"Title","Naslov"
"To","Za"
"To Name","Za ime"
"To:","Za:"
"Total","Skupaj"
"Total %d product(s)","Skupaj %d izdelkov"
"Total (ex)","Skupaj (brez)"
"Total (inc)","Skupaj (z)"
"Total Due","Skupaj dolg"
"Total Invoiced","Skupaj obračunano"
"Total Invoiced Paid","Skupaj obračunanih plačil"
"Total Invoiced VS Paid Report","Skupaj obračunano v primerjavi s poročilom o plačilih"
"Total Invoiced not Paid","Skupaj obračunanih neplačil"
"Total Ordered Report","Poročilo o skupaj naročenih"
"Total Paid","Skupaj plačano"
"Total Qty","Skupaj količina"
"Total Refund","Skupaj povračilo"
"Total Refunded","Skupaj povrnjeno"
"Total Refunded Report","Poročilo o skupaj povrnjenih "
"Total Sales Shipping","Skupaj dostava prodaje"
"Total Shipped Report","Poročilo o vseh dostavah"
"Total Shipping","Skupaj dostava"
"Total Shipping Charges","Skupaj stroški dostave"
"Total Tax","Skupaj DDV"
"Track Order","Sledi naročilu"
"Track all shipment(s)","Sledi vsem pošiljkam"
"Track all shipments","Sledi vsem pošiljkam"
"Track this shipment","Sledi tej pošiljki"
"Track your order","Sledi svojemu naročilu"
"Tracking","Sledenja"
"Tracking Number","Številka sledenja"
"Tracking Number(s):","Številka sledenja(s):"
"Transaction ""%s"" was already processed.","Transakcija ""%s"" je že bila izvedena"
"Transaction ID","ID transakcije"
"Transaction ID must not be empty.","ID transakcije ne sme biti prazen"
"Transaction ID: ""%s"".","ID transakcije: ""%s""."
"Transaction Type","Tip transakcije"
"Transactions","Transakcije"
"Trial ","Poskus"
"Trial Payment","Poskusno plačevanje"
"Trial Period","Preizkusna doba"
"Trial period payment","Preizkusna plačilna doba"
"Unhold","Aktiviraj"
"Unhold action is not available.","Funkcija aktiviranja ni na voljo."
"Unhold order","Aktiviraj naročilo"
"Unknown State","Neznana zvezna država"
"Unknown Status","Neznano stanje"
"Unsupported transaction type ""%s"".","Nepodprt tip transakcije ""%s""."
"Update Changes","Posodobi spremembe"
"Update Items and Qty\'s","Posodobi izdelke in količine"
"Update Qty\'s","Posodobi količine"
"Updated At","Posodobljeno ob"
"Updated:","Posodobljeno:"
"Use Aggregated Data (beta)","Uporabi zbirne podatke ( beta )"
"Validate Each Address Separately in Multi-address Checkout","Preveri vsak naslov ločeno v zaključku naročila z večimi naslovi "
"Value","Vrednost"
"View","Pogled"
"View All","Poglej vse"
"View Order","Poglej naročilo"
"Visible on Frontend","Vidno na uporabnikovi strani"
"Void","Razveljavitev"
"Void invoice","Razveljavljen račun"
"Voided authorization.","Razveljavljena potrditev"
"Website","Spletna stran"
"Whether buyer can define the date when billing for the profile begins.","Ali lahko kupec določi datum, ko se začne zaračunavanje za profil."
"Wishlist","Seznam želja"
"Wrong billing agreement ID specified.","Naveden je napačen ID pogodbe o plačevanju."
"Wrong state: ""%s"".","Napačna zvezna država: ""%s""."
"Yes","Da"
"You have placed no orders.","Niste oddali naročil"
"You will be redirected to the payment system website.","Preusmerjeni boste na spletno stran plačilnega sistema."
"Your credit card will be charged for","Vaša kreditna kartica bo obremenjena za"
"ZIP/Post Code","Poštna številka"
"Zip/Postal Code","Poštna številka"
"the credit memo email is not sent","E-pošta dobropisa ni poslana"
"the credit memo email was sent","E-pošta dobropisa je poslana"
"the invoice email is not sent","E-pošta računa ni poslana"
"the invoice email was sent","E-pošta računa je poslana"
"the order confirmation email is not sent","E-pošta potrditve naročila ni poslana"
"the order confirmation email was sent","E-pošta potrditve naročila je poslana"
"the shipment email is not sent","E-pošta pošiljke ni poslana"
"the shipment email was sent","E-pošta pošiljke je poslana"
"Order confirmation email sent","Potrditev naročila je bila poslana"
