"Unable to start MEP Checkout.","Unable to start MEP Checkout."
"Undefined","Nedefinirano"
"Unknown Error","Neznana napaka"
"Unknown Error.","Neznana napaka."
"Update Preview","Posodobi predogled"
"Urban Airship Push Notification","Urban Airship Push Notification"
"Use as my default billing address","Uporabi kot privzeti naslov za plačevanje"
"Use as my default shipping address","Uporabi kot privzeti naslov za dostavo"
"Username","Uporabniško ime"
"Users will see this image as the first screen while your application is loading.  It is a 320x460 image.","Uporabnikom se bo prikazala za slika medtem ko se aplikacija nalaga. Slika je velikosti 320x460."
"View Details","Poglej podrobnosti"
"View Gallery","Poglej galerijo"
"Website is offline.","Spletna stran ni dosegljiva."
"Wishlist has been cleared.","Lista želja je bila izpraznjena."
"Wishlist has been updated.","Lista želja je bila posodobljena."
"Wishlist has been updated. But there are accrued some errors while updating some items.","Lista želja je bila posodobljena. Vendar so se pojavile nekatere napake med posodabljanjem izdelkov."
"Wrong Android background image orientation has been specified: ""%s"".","Napačna orientacija Android slike za ozadje je bila specificirana: ""%s""."
"Wrong Ipad background image orientation has been specified: ""%s"".","Napačna orientacija Ipad slike za ozadje je bila specificirana: ""%s""."
"Wrong device type.","Napačen tip naprave."
"Wrong email format","Napačna oblika e-naslova"
"Wrong theme format.","Napačen format teme."
"You are already logged in.","Ste že prijavljeni."
"You can set any additional countries added by Apple Store.","Nastavite lahko katerkoli dodatno državo dodano preko Apple Store."
"You can set any price you want for your app, or you can give it away for free. Most apps range from $0.99 - $4.99","Nastavite lahko katerokoli ceno za vašo aplikacijo ali pa jo delite brezplačno. Večina aplikacij se nahaja v rangu $0.99 - $4.99"
"You can watch statistics here.","Tukaj si lahko ogledate statistiko."
"You will receive an order confirmation email with details of your order and a link to track its progress.","Na vaš e-naslov boste prejeli potrditev naročila z vsemi podatki o naročilu in povezavo za sledenje procesu obdelave naročila."
"Your order # is: %s. ","Vaše naročilo # is: %s. "
"Zip/Postal Code","Poštna številka"
"and","in"
"each","vsak"
"iPad","iPad"
"iPhone","iPhone"
"save","shrani"
